1;-0.17;283.2325031
2;-0.09;278.0458112
3;0.03;275.4241056
4;0.08;272.8180045
5;0.13;269.1344717
6;0.14;264.3329256
7;0.06;260.7620629
8;-0.06;259.9483117
9;-0.34;261.4238921
10;-0.74;264.0636036
11;-1.33;264.333924
12;-2;253.7131204
13;-2.71;241.7050892
14;-3.44;237.9271011
15;-4.12;231.2741784
16;-4.7;220.3501512
17;-5.27;202.404668
18;-5.67;189.9793894
19;-5.93;190.1074283
20;-6.14;192.169303
21;-6.26;189.7931901
22;-6.28;188.0875268
23;-6.25;189.2418773
24;-6.23;186.4899324
25;-6.12;182.3195471
26;-5.97;184.8476733
27;-5.94;188.7631325
28;-5.89;190.63145
29;-5.92;191.6845971
30;-5.83;189.0434391
31;-5.74;188.1951137
32;-5.63;193.9327499
33;-5.58;196.3005445
34;-5.56;196.5437869
35;-5.58;201.022959
36;-5.59;201.9041835
37;-5.62;206.6676677
38;-5.72;209.8705759
39;-5.75;205.0445293
40;-5.81;197.8397251
41;-5.8;200.8908814
42;-5.73;202.3113073
43;-5.63;203.755657
44;-5.43;204.3948076
45;-5.35;210.885274
46;-5.28;217.9821513
47;-5.3;211.4478347
48;-5.3;204.9041342
49;-5.21;202.3093056
50;-5.11;204.8010855
51;-4.95;209.0480693
52;-4.83;216.0019123
53;-4.8;221.5066284
54;-4.8;219.8526536
55;-4.88;214.2065216
56;-4.92;210.8704457
57;-5.08;215.1594171
58;-5.21;222.3265238
59;-5.46;226.7309836
60;-5.65;218.7183419
61;-5.8;211.8669255
62;-5.89;206.7026764
63;-6.01;200.8946613
64;-6.06;199.1342938
65;-6.12;201.9515994
66;-5.99;202.3906083
67;-5.82;204.1776505
68;-5.59;202.2654138
69;-5.34;205.8512091
70;-5.03;215.6998871
71;-4.61;228.5811725
72;-4.31;236.3131163
73;-4.01;232.4122333
74;-3.7;234.0775942
75;-3.3;243.2147783
76;-2.97;244.6721279
77;-2.79;233.5884789
78;-2.61;225.9935395
79;-2.47;227.5725159
80;-2.36;232.1609449
81;-2.31;232.3623551
82;-2.34;237.3381995
83;-2.34;244.8169069
84;-2.39;246.8458913
85;-2.56;237.7639667
86;-2.72;228.4564452
87;-2.85;222.3637205
88;-2.89;220.9215568
89;-2.82;225.5928394
90;-2.82;229.2298811
91;-2.77;231.2283741
92;-2.68;232.779714
93;-2.6;234.251637
94;-2.42;238.527604
95;-2.24;242.8745184
96;-2.07;245.5452396
97;-1.89;243.4445242
98;-1.72;241.1707004
99;-1.61;243.059311
100;-1.55;245.4469701
101;-1.5;245.0946121
102;-1.56;240.9899198
103;-1.6;239.6988748
104;-1.75;242.5621381
105;-1.82;245.3672633
106;-1.94;247.1910545
107;-2.06;243.7588004
108;-2.15;239.1865575
109;-2.22;241.9663304
110;-2.23;244.943137
111;-1.93;249.9415128
112;-1.52;258.7113084
113;-1.12;261.7021436
114;-0.77;265.9655061
115;-0.48;273.180718
116;-0.12;274.3468087
117;0.28;274.1924296
118;0.67;274.8852767
119;1.1;272.880401
120;1.54;272.6160423
121;1.85;276.372648
122;1.98;278.1681049
123;1.99;277.7054035
124;1.78;277.1790771
125;1.49;277.0228076
126;1.18;275.2722975
127;0.75;275.6035243
128;0.27;277.3401774
129;-0.3;272.3433744
130;-0.94;259.6922141
131;-1.74;247.4633172
132;-2.33;236.157611
133;-2.91;227.9801152
134;-3.53;222.0028201
135;-4.1;215.5419483
136;-4.55;207.0976499
137;-4.83;201.8258751
138;-5;199.2807666
139;-5.13;197.2089469
140;-5.19;195.4721144
141;-5.25;194.9863649
142;-5.24;195.5866783
143;-5.34;195.5507957
144;-5.48;195.3005323
145;-5.58;195.0153404
146;-5.71;194.6733495
147;-5.79;195.2409682
148;-5.82;197.3339463
149;-5.54;199.6553851
150;-5.45;201.3695734
151;-5.28;202.0464086
152;-5.24;201.5642812
153;-5.34;199.4584721
154;-5.21;197.3536828
155;-5.13;195.2345411
156;-5.12;192.5711966
157;-5.27;190.1218653
158;-5.2;188.3691499
159;-5.12;187.4732319
160;-5.09;187.0756493
161;-5.07;187.5820382
162;-5;194.031564
163;-4.92;200.1579689
164;-4.96;199.3730027
165;-4.98;196.2053699
166;-4.96;192.0618364
167;-4.97;189.4656976
168;-4.88;188.4430453
169;-4.82;189.3664443
170;-4.67;191.9718398
171;-4.71;195.5494828
172;-4.7;197.4242794
173;-4.72;197.620853
174;-4.79;197.0381183
175;-4.7;195.4956764
176;-4.56;193.1395364
177;-4.46;191.4729434
178;-4.43;192.0986919
179;-4.46;198.1040165
180;-4.49;207.3522544
181;-4.53;211.4568299
182;-4.64;210.6508366
183;-4.7;206.3337988
184;-4.64;202.1767372
185;-4.54;201.139996
186;-4.33;202.9403144
187;-4.04;206.5614774
188;-3.73;212.9444066
189;-3.5;220.4956358
190;-3.41;226.054209
191;-3.25;226.4969284
192;-3.17;223.8481047
193;-2.89;221.5326345
194;-3.08;221.7952492
195;-2.82;223.2059978
196;-2.36;224.7725591
197;-2.06;229.6042018
198;-1.93;235.173983
199;-1.89;238.8409271
200;-1.7;242.615465
201;-1.82;246.2812901
202;-1.67;245.6379851
203;-1.49;244.0154548
204;-1.41;241.1484411
205;-1.41;236.461797
206;-1.47;233.0141446
207;-1.42;232.3818848
208;-1.35;234.6334993
209;-1.27;238.4615482
210;-1.21;242.6303677
211;-1.11;245.7782031
212;-0.96;247.2637269
213;-0.95;247.5690471
214;-0.82;246.5204828
215;-0.6;244.7445222
216;-0.52;244.8673813
217;-0.54;246.3588661
218;-0.62;246.5066752
219;-0.84;242.4575078
220;-1.06;229.4685462
221;-1.47;216.6656048
222;-1.81;211.8308443
223;-2.39;209.3345275
224;-2.77;207.6515078
225;-3.11;208.1206096
226;-3.28;213.4919527
227;-3.31;221.4826482
228;-3.3;228.0563013
229;-3.09;230.3739557
230;-2.97;230.524589
231;-2.46;232.4365861
232;-2.13;235.2872207
233;-1.78;237.5665492
234;-1.59;241.1364377
235;-1.32;245.6850544
236;-1.07;246.0824888
237;-1.08;245.2903156
238;-1.19;244.7753558
239;-1.4;245.9839945
240;-1.71;249.8150583
241;-1.95;257.409832
242;-2.22;265.8713783
243;-2.53;267.604856
244;-2.92;259.8845271
245;-3.37;248.6422444
246;-3.85;238.4737597
247;-4.35;229.8133133
248;-4.65;221.6361977
249;-4.84;214.9398134
250;-5.05;209.3998257
251;-5.12;205.3104922
252;-5.02;203.2483236
253;-4.99;200.4650348
254;-5.11;197.8822434
255;-5.02;197.5051079
256;-5.01;199.4472908
257;-5;201.3744397
258;-5.01;202.814182
259;-4.81;204.4200834
260;-4.81;206.4347214
261;-4.71;208.1137138
262;-4.57;209.9150266
263;-4.81;213.3785421
264;-5.08;217.8789671
265;-5.14;215.5109244
266;-5.31;208.2111028
267;-5.17;201.9798868
268;-5.1;195.6218544
269;-5.1;192.151024
270;-5.07;192.6002599
271;-5.31;192.804065
272;-5.3;191.033819
273;-5.2;190.6760917
274;-5.19;192.3946144
275;-5.04;194.3421356
276;-4.79;195.7057855
277;-4.58;196.7732171
278;-4.55;199.2394258
279;-4.52;203.4082775
280;-4.41;208.0214365
281;-4.21;212.6759981
282;-3.99;217.5897056
283;-3.63;223.0628201
284;-3.16;227.7767543
285;-2.83;228.9639911
286;-2.59;228.8262127
287;-2.52;229.4045481
288;-2.61;230.1780116
289;-3;230.0219927
290;-3.37;226.9388367
291;-3.6;221.7878674
292;-3.8;215.4351452
293;-4.12;209.9222906
294;-4.45;208.2603716
295;-4.49;209.3781168
296;-4.39;211.5310759
297;-4.27;214.3755829
298;-4.12;218.9599
299;-3.96;223.7653836
300;-3.84;228.4774958
301;-3.8;233.2095243
302;-3.66;236.4908754
303;-3.56;238.2054493
304;-3.29;240.3882717
305;-3.22;243.4133272
306;-2.91;245.076801
307;-2.74;242.6472585
308;-2.62;236.1295243
309;-2.51;230.7059035
310;-2.37;230.2441337
311;-2.2;233.3740376
312;-2.24;238.063794
313;-2.17;243.2645692
314;-2.08;248.7415053
315;-1.95;253.1957153
316;-1.83;255.7204685
317;-1.79;256.2915312
318;-1.72;253.0148145
319;-1.61;247.2049625
320;-1.44;245.3194734
321;-1.22;248.3900454
322;-0.99;252.2511895
323;-0.66;256.1582009
324;-0.5;258.9991674
325;-0.28;260.802045
326;-0.02;262.7004447
327;0.17;264.8888758
328;0.19;267.2841432
329;0.14;269.6415706
330;0.24;270.8342661
331;0.25;270.7602537
332;0.39;272.678363
333;0.31;277.6160162
334;0.11;282.7744667
335;-0.31;285.1386334
336;-0.79;282.5791595
337;-1.32;274.7897196
338;-1.8;263.1228573
339;-2.06;250.6230279
340;-2.44;242.0645149
341;-3.12;238.7909027
342;-3.63;236.5256543
343;-4.21;226.8091582
344;-4.73;214.4093946
345;-5;207.2977469
